كود المحافظة,كود المدينة,المدينة,كود المنطقة,المنطقة,كود الحي,الحي,كود المجاورة,المجاورة, رقم القطعة , مساحة القطعة , نسبة التميز , عدد القطع المتاحة ,,,,,,,,,,,,,
13,96,العاشر من رمضان,1,الحى 28 منطقة 1-2-3-4,28,غرب 28,4,منطقة 4, 228 , 538 , 1.160 , 1 ,,,,,,,,,,,,,
13,96,العاشر من رمضان,1,الحى 28 منطقة 1-2-3-4,28,غرب 28,4,منطقة 4, 229 , 481 , 1.100 , 1 ,,,,,,,,,,,,,
13,96,العاشر من رمضان,1,الحى 28 منطقة 1-2-3-4,28,غرب 28,4,منطقة 4, 230 , 481 , 1.100 , 1 ,,,,,,,,,,,,,
13,96,العاشر من رمضان,1,الحى 28 منطقة 1-2-3-4,28,غرب 28,4,منطقة 4, 231 , 481 , 1.100 , 1 ,,,,,,,,,,,,,
13,96,العاشر من رمضان,1,الحى 28 منطقة 1-2-3-4,28,غرب 28,4,منطقة 4, 232 , 481 , 1.100 , 1 ,,,,,,,,,,,,,
13,96,العاشر من رمضان,1,الحى 28 منطقة 1-2-3-4,28,غرب 28,4,منطقة 4, 233 , 493 , 1.160 , 1 ,,,,,,,,,,,,,
13,96,العاشر من رمضان,1,الحى 28 منطقة 1-2-3-4,28,غرب 28,4,منطقة 4, 234 , 488 , 1.160 , 1 ,,,,,,,,,,,,,
13,96,العاشر من رمضان,1,الحى 28 منطقة 1-2-3-4,28,غرب 28,4,منطقة 4, 235 , 481 , 1.100 , 1 ,,,,,,,,,,,,,
13,96,العاشر من رمضان,1,الحى 28 منطقة 1-2-3-4,28,غرب 28,4,منطقة 4, 236 , 645 , 1.160 , 1 ,,,,,,,,,,,,,
13,96,العاشر من رمضان,1,الحى 28 منطقة 1-2-3-4,28,غرب 28,4,منطقة 4, 237 , 687 , 1.120 , 1 ,,,,,,,,,,,,,
13,96,العاشر من رمضان,1,الحى 28 منطقة 1-2-3-4,28,غرب 28,4,منطقة 4, 238 , 450 , 1.020 , 1 ,,,,,,,,,,,,,
13,96,العاشر من رمضان,1,الحى 28 منطقة 1-2-3-4,28,غرب 28,4,منطقة 4, 239 , 450 , 1.060 , 1 ,,,,,,,,,,,,,
13,96,العاشر من رمضان,1,الحى 28 منطقة 1-2-3-4,28,غرب 28,4,منطقة 4, 240 , 450 , 1.060 , 1 ,,,,,,,,,,,,,
13,96,العاشر من رمضان,1,الحى 28 منطقة 1-2-3-4,28,غرب 28,4,منطقة 4, 241 , 450 , 1.060 , 1 ,,,,,,,,,,,,,
13,96,العاشر من رمضان,1,الحى 28 منطقة 1-2-3-4,28,غرب 28,4,منطقة 4, 242 , 450 , 1.060 , 1 ,,,,,,,,,,,,,
13,96,العاشر من رمضان,1,الحى 28 منطقة 1-2-3-4,28,غرب 28,4,منطقة 4, 243 , 450 , 1.020 , 1 ,,,,,,,,,,,,,
13,96,العاشر من رمضان,1,الحى 28 منطقة 1-2-3-4,28,غرب 28,4,منطقة 4, 244 , 584 , 1.155 , 1 ,,,,,,,,,,,,,
13,96,العاشر من رمضان,1,الحى 28 منطقة 1-2-3-4,28,غرب 28,4,منطقة 4, 245 , 537 , 1.195 , 1 ,,,,,,,,,,,,,
13,96,العاشر من رمضان,1,الحى 28 منطقة 1-2-3-4,28,غرب 28,4,منطقة 4, 246 , 450 , 1.160 , 1 ,,,,,,,,,,,,,
13,96,العاشر من رمضان,1,الحى 28 منطقة 1-2-3-4,28,غرب 28,4,منطقة 4, 247 , 450 , 1.160 , 1 ,,,,,,,,,,,,,
13,96,العاشر من رمضان,1,الحى 28 منطقة 1-2-3-4,28,غرب 28,4,منطقة 4, 248 , 450 , 1.160 , 1 ,,,,,,,,,,,,,
13,96,العاشر من رمضان,1,الحى 28 منطقة 1-2-3-4,28,غرب 28,4,منطقة 4, 249 , 450 , 1.160 , 1 ,,,,,,,,,,,,,
13,96,العاشر من رمضان,1,الحى 28 منطقة 1-2-3-4,28,غرب 28,4,منطقة 4, 250 , 450 , 1.160 , 1 ,,,,,,,,,,,,,
13,96,العاشر من رمضان,1,الحى 28 منطقة 1-2-3-4,28,غرب 28,4,منطقة 4, 251 , 450 , 1.160 , 1 ,,,,,,,,,,,,,
13,96,العاشر من رمضان,1,الحى 28 منطقة 1-2-3-4,28,غرب 28,4,منطقة 4, 252 , 571 , 1.195 , 1 ,,,,,,,,,,,,,
1,4,بدر,1, شمال الحي السابع,7,الحي السابع,1,المنطقة الشمالية , 35 , 374 , 1.100 , 1 ,,,,,,,,,,,,,
1,4,بدر,1, شمال الحي السابع,7,الحي السابع,1,المنطقة الشمالية , 57 , 446 , 1.040 , 1 ,,,,,,,,,,,,,
1,4,بدر,1, شمال الحي السابع,7,الحي السابع,1,المنطقة الشمالية , 62 , 446 , 1.020 , 1 ,,,,,,,,,,,,,
1,4,بدر,1, شمال الحي السابع,7,الحي السابع,1,المنطقة الشمالية , 75 , 446 , 1.020 , 1 ,,,,,,,,,,,,,
1,4,بدر,1, شمال الحي السابع,7,الحي السابع,1,المنطقة الشمالية , 139 , 392 , 1.120 , 1 ,,,,,,,,,,,,,
1,4,بدر,1, شمال الحي السابع,7,الحي السابع,1,المنطقة الشمالية , 191 , 356 , 1.100 , 1 ,,,,,,,,,,,,,
1,4,بدر,1, شمال الحي السابع,7,الحي السابع,1,المنطقة الشمالية , 250 , 356 , 1.100 , 1 ,,,,,,,,,,,,,
1,4,بدر,1, شمال الحي السابع,7,الحي السابع,1,المنطقة الشمالية , 279 , 446 , 1.020 , 1 ,,,,,,,,,,,,,
1,4,بدر,1, شمال الحي السابع,7,الحي السابع,1,المنطقة الشمالية , 291 , 446 , 1.020 , 1 ,,,,,,,,,,,,,
1,4,بدر,1, شمال الحي السابع,7,الحي السابع,1,المنطقة الشمالية , 307 , 392 , 1.100 , 1 ,,,,,,,,,,,,,
1,4,بدر,1, شمال الحي السابع,7,الحي السابع,1,المنطقة الشمالية , 349 , 446 , 1.080 , 1 ,,,,,,,,,,,,,
1,4,بدر,1, شمال الحي السابع,7,الحي السابع,1,المنطقة الشمالية , 421 , 459 , 1.120 , 1 ,,,,,,,,,,,,,
1,4,بدر,1, شمال الحي السابع,7,الحي السابع,1,المنطقة الشمالية , 514 , 392 , 1.040 , 1 ,,,,,,,,,,,,,
1,4,بدر,1, شمال الحي السابع,7,الحي السابع,1,المنطقة الشمالية , 520 , 459 , 1.120 , 1 ,,,,,,,,,,,,,
1,4,بدر,1, شمال الحي السابع,7,الحي السابع,1,المنطقة الشمالية , 550 , 446 , 1.020 , 1 ,,,,,,,,,,,,,
1,4,بدر,1, شمال الحي السابع,7,الحي السابع,1,المنطقة الشمالية , 637 , 459 , 1.120 , 1 ,,,,,,,,,,,,,
1,4,بدر,2,شمال الحي الخامس,5, الحي الخامس,1,المنطقة الشمالية , 830 , 558 , 1.100 , 1 ,,,,,,,,,,,,,
1,4,بدر,2,شمال الحي الخامس,5, الحي الخامس,1,المنطقة الشمالية , 936 , 558 , 1.040 , 1 ,,,,,,,,,,,,,
1,4,بدر,3,"منطقة (4) الامتداد الشرقي
",1,محور رجال الاعمال,1,الامتداد الشرقي , 1 , 588 , 1.160 , 1 ,,,,,,,,,,,,,
1,4,بدر,3,"منطقة (4) الامتداد الشرقي
",1,محور رجال الاعمال,1,الامتداد الشرقي , 2 , 588 , 1.120 , 1 ,,,,,,,,,,,,,
1,4,بدر,3,"منطقة (4) الامتداد الشرقي
",1,محور رجال الاعمال,1,الامتداد الشرقي , 3 , 500 , 1.160 , 1 ,,,,,,,,,,,,,
1,4,بدر,3,"منطقة (4) الامتداد الشرقي
",1,محور رجال الاعمال,1,الامتداد الشرقي , 4 , 500 , 1.020 , 1 ,,,,,,,,,,,,,
1,4,بدر,3,"منطقة (4) الامتداد الشرقي
",1,محور رجال الاعمال,1,الامتداد الشرقي , 5 , 500 , 1.160 , 1 ,,,,,,,,,,,,,
1,4,بدر,3,"منطقة (4) الامتداد الشرقي
",1,محور رجال الاعمال,1,الامتداد الشرقي , 6 , 500 , 1.020 , 1 ,,,,,,,,,,,,,
1,4,بدر,3,"منطقة (4) الامتداد الشرقي
",1,محور رجال الاعمال,1,الامتداد الشرقي , 7 , 500 , 1.160 , 1 ,,,,,,,,,,,,,
1,4,بدر,3,"منطقة (4) الامتداد الشرقي
",1,محور رجال الاعمال,1,الامتداد الشرقي , 8 , 500 , 1.020 , 1 ,,,,,,,,,,,,,
1,4,بدر,3,"منطقة (4) الامتداد الشرقي
",1,محور رجال الاعمال,1,الامتداد الشرقي , 9 , 500 , 1.160 , 1 ,,,,,,,,,,,,,
1,4,بدر,3,"منطقة (4) الامتداد الشرقي
",1,محور رجال الاعمال,1,الامتداد الشرقي , 10 , 500 , 1.020 , 1 ,,,,,,,,,,,,,
1,4,بدر,3,"منطقة (4) الامتداد الشرقي
",1,محور رجال الاعمال,1,الامتداد الشرقي , 11 , 500 , 1.180 , 1 ,,,,,,,,,,,,,
1,4,بدر,3,"منطقة (4) الامتداد الشرقي
",1,محور رجال الاعمال,1,الامتداد الشرقي , 12 , 500 , 1.040 , 1 ,,,,,,,,,,,,,
1,4,بدر,3,"منطقة (4) الامتداد الشرقي
",1,محور رجال الاعمال,1,الامتداد الشرقي , 13 , 500 , 1.180 , 1 ,,,,,,,,,,,,,
1,4,بدر,3,"منطقة (4) الامتداد الشرقي
",1,محور رجال الاعمال,1,الامتداد الشرقي , 14 , 500 , 1.040 , 1 ,,,,,,,,,,,,,
1,4,بدر,3,"منطقة (4) الامتداد الشرقي
",1,محور رجال الاعمال,1,الامتداد الشرقي , 15 , 500 , 1.160 , 1 ,,,,,,,,,,,,,
1,4,بدر,3,"منطقة (4) الامتداد الشرقي
",1,محور رجال الاعمال,1,الامتداد الشرقي , 16 , 500 , 1.020 , 1 ,,,,,,,,,,,,,
1,4,بدر,3,"منطقة (4) الامتداد الشرقي
",1,محور رجال الاعمال,1,الامتداد الشرقي , 17 , 500 , 1.160 , 1 ,,,,,,,,,,,,,
1,4,بدر,3,"منطقة (4) الامتداد الشرقي
",1,محور رجال الاعمال,1,الامتداد الشرقي , 18 , 500 , 1.020 , 1 ,,,,,,,,,,,,,
1,4,بدر,3,"منطقة (4) الامتداد الشرقي
",1,محور رجال الاعمال,1,الامتداد الشرقي , 19 , 500 , 1.160 , 1 ,,,,,,,,,,,,,
1,4,بدر,3,"منطقة (4) الامتداد الشرقي
",1,محور رجال الاعمال,1,الامتداد الشرقي , 20 , 500 , 1.020 , 1 ,,,,,,,,,,,,,
1,4,بدر,3,"منطقة (4) الامتداد الشرقي
",1,محور رجال الاعمال,1,الامتداد الشرقي , 21 , 500 , 1.160 , 1 ,,,,,,,,,,,,,
1,4,بدر,3,"منطقة (4) الامتداد الشرقي
",1,محور رجال الاعمال,1,الامتداد الشرقي , 22 , 500 , 1.020 , 1 ,,,,,,,,,,,,,
1,4,بدر,3,"منطقة (4) الامتداد الشرقي
",1,محور رجال الاعمال,1,الامتداد الشرقي , 23 , 500 , 1.060 , 1 ,,,,,,,,,,,,,
1,4,بدر,3,"منطقة (4) الامتداد الشرقي
",1,محور رجال الاعمال,1,الامتداد الشرقي , 24 , 629 , 1.100 , 1 ,,,,,,,,,,,,,
1,4,بدر,3,"منطقة (4) الامتداد الشرقي
",1,محور رجال الاعمال,1,الامتداد الشرقي , 25 , 629 , 1.120 , 1 ,,,,,,,,,,,,,
1,4,بدر,3,"منطقة (4) الامتداد الشرقي
",1,محور رجال الاعمال,1,الامتداد الشرقي , 26 , 500 , 1.020 , 1 ,,,,,,,,,,,,,
1,4,بدر,3,"منطقة (4) الامتداد الشرقي
",1,محور رجال الاعمال,1,الامتداد الشرقي , 27 , 500 , 1.080 , 1 ,,,,,,,,,,,,,
1,4,بدر,3,"منطقة (4) الامتداد الشرقي
",1,محور رجال الاعمال,1,الامتداد الشرقي , 28 , 500 , 1.020 , 1 ,,,,,,,,,,,,,
1,4,بدر,3,"منطقة (4) الامتداد الشرقي
",1,محور رجال الاعمال,1,الامتداد الشرقي , 29 , 500 , 1.080 , 1 ,,,,,,,,,,,,,
1,4,بدر,3,"منطقة (4) الامتداد الشرقي
",1,محور رجال الاعمال,1,الامتداد الشرقي , 30 , 500 , 1.060 , 1 ,,,,,,,,,,,,,
1,4,بدر,3,"منطقة (4) الامتداد الشرقي
",1,محور رجال الاعمال,1,الامتداد الشرقي , 31 , 500 , 1.080 , 1 ,,,,,,,,,,,,,
1,4,بدر,3,"منطقة (4) الامتداد الشرقي
",1,محور رجال الاعمال,1,الامتداد الشرقي , 32 , 500 , 1.060 , 1 ,,,,,,,,,,,,,
1,4,بدر,3,"منطقة (4) الامتداد الشرقي
",1,محور رجال الاعمال,1,الامتداد الشرقي , 33 , 500 , 1.080 , 1 ,,,,,,,,,,,,,
1,4,بدر,3,"منطقة (4) الامتداد الشرقي
",1,محور رجال الاعمال,1,الامتداد الشرقي , 34 , 500 , 1.080 , 1 ,,,,,,,,,,,,,
1,4,بدر,3,"منطقة (4) الامتداد الشرقي
",1,محور رجال الاعمال,1,الامتداد الشرقي , 35 , 500 , 1.100 , 1 ,,,,,,,,,,,,,
1,4,بدر,3,"منطقة (4) الامتداد الشرقي
",1,محور رجال الاعمال,1,الامتداد الشرقي , 36 , 500 , 1.080 , 1 ,,,,,,,,,,,,,
1,4,بدر,3,"منطقة (4) الامتداد الشرقي
",1,محور رجال الاعمال,1,الامتداد الشرقي , 37 , 500 , 1.100 , 1 ,,,,,,,,,,,,,
1,4,بدر,3,"منطقة (4) الامتداد الشرقي
",1,محور رجال الاعمال,1,الامتداد الشرقي , 38 , 500 , 1.060 , 1 ,,,,,,,,,,,,,
1,4,بدر,3,"منطقة (4) الامتداد الشرقي
",1,محور رجال الاعمال,1,الامتداد الشرقي , 39 , 500 , 1.080 , 1 ,,,,,,,,,,,,,
1,4,بدر,3,"منطقة (4) الامتداد الشرقي
",1,محور رجال الاعمال,1,الامتداد الشرقي , 40 , 500 , 1.060 , 1 ,,,,,,,,,,,,,
1,4,بدر,3,"منطقة (4) الامتداد الشرقي
",1,محور رجال الاعمال,1,الامتداد الشرقي , 41 , 500 , 1.080 , 1 ,,,,,,,,,,,,,
1,4,بدر,3,"منطقة (4) الامتداد الشرقي
",1,محور رجال الاعمال,1,الامتداد الشرقي , 42 , 500 , 1.020 , 1 ,,,,,,,,,,,,,
1,4,بدر,3,"منطقة (4) الامتداد الشرقي
",1,محور رجال الاعمال,1,الامتداد الشرقي , 43 , 500 , 1.080 , 1 ,,,,,,,,,,,,,
1,4,بدر,3,"منطقة (4) الامتداد الشرقي
",1,محور رجال الاعمال,1,الامتداد الشرقي , 44 , 500 , 1.020 , 1 ,,,,,,,,,,,,,
1,4,بدر,3,"منطقة (4) الامتداد الشرقي
",1,محور رجال الاعمال,1,الامتداد الشرقي , 45 , 500 , 1.080 , 1 ,,,,,,,,,,,,,
1,4,بدر,3,"منطقة (4) الامتداد الشرقي
",1,محور رجال الاعمال,1,الامتداد الشرقي , 46 , 717 , 1.080 , 1 ,,,,,,,,,,,,,
1,4,بدر,3,"منطقة (4) الامتداد الشرقي
",1,محور رجال الاعمال,1,الامتداد الشرقي , 47 , 707 , 1.080 , 1 ,,,,,,,,,,,,,
1,4,بدر,3,"منطقة (4) الامتداد الشرقي
",1,محور رجال الاعمال,1,الامتداد الشرقي , 48 , 568 , 1.140 , 1 ,,,,,,,,,,,,,
1,4,بدر,3,"منطقة (4) الامتداد الشرقي
",1,محور رجال الاعمال,1,الامتداد الشرقي , 49 , 568 , 1.110 , 1 ,,,,,,,,,,,,,
1,4,بدر,3,"منطقة (4) الامتداد الشرقي
",1,محور رجال الاعمال,1,الامتداد الشرقي , 50 , 500 , 1.100 , 1 ,,,,,,,,,,,,,
1,4,بدر,3,"منطقة (4) الامتداد الشرقي
",1,محور رجال الاعمال,1,الامتداد الشرقي , 51 , 500 , 1.080 , 1 ,,,,,,,,,,,,,
1,4,بدر,3,"منطقة (4) الامتداد الشرقي
",1,محور رجال الاعمال,1,الامتداد الشرقي , 52 , 500 , 1.100 , 1 ,,,,,,,,,,,,,
1,4,بدر,3,"منطقة (4) الامتداد الشرقي
",1,محور رجال الاعمال,1,الامتداد الشرقي , 53 , 500 , 1.080 , 1 ,,,,,,,,,,,,,
1,4,بدر,3,"منطقة (4) الامتداد الشرقي
",1,محور رجال الاعمال,1,الامتداد الشرقي , 54 , 500 , 1.100 , 1 ,,,,,,,,,,,,,
1,4,بدر,3,"منطقة (4) الامتداد الشرقي
",1,محور رجال الاعمال,1,الامتداد الشرقي , 55 , 500 , 1.080 , 1 ,,,,,,,,,,,,,
1,4,بدر,3,"منطقة (4) الامتداد الشرقي
",1,محور رجال الاعمال,1,الامتداد الشرقي , 56 , 500 , 1.100 , 1 ,,,,,,,,,,,,,
1,4,بدر,3,"منطقة (4) الامتداد الشرقي
",1,محور رجال الاعمال,1,الامتداد الشرقي , 57 , 500 , 1.080 , 1 ,,,,,,,,,,,,,
1,4,بدر,3,"منطقة (4) الامتداد الشرقي
",1,محور رجال الاعمال,1,الامتداد الشرقي , 58 , 500 , 1.100 , 1 ,,,,,,,,,,,,,
1,4,بدر,3,"منطقة (4) الامتداد الشرقي
",1,محور رجال الاعمال,1,الامتداد الشرقي , 59 , 500 , 1.080 , 1 ,,,,,,,,,,,,,
1,4,بدر,3,"منطقة (4) الامتداد الشرقي
",1,محور رجال الاعمال,1,الامتداد الشرقي , 60 , 500 , 1.100 , 1 ,,,,,,,,,,,,,
1,4,بدر,3,"منطقة (4) الامتداد الشرقي
",1,محور رجال الاعمال,1,الامتداد الشرقي , 61 , 500 , 1.080 , 1 ,,,,,,,,,,,,,
1,4,بدر,3,"منطقة (4) الامتداد الشرقي
",1,محور رجال الاعمال,1,الامتداد الشرقي , 62 , 500 , 1.060 , 1 ,,,,,,,,,,,,,
1,4,بدر,3,"منطقة (4) الامتداد الشرقي
",1,محور رجال الاعمال,1,الامتداد الشرقي , 63 , 500 , 1.080 , 1 ,,,,,,,,,,,,,
1,4,بدر,3,"منطقة (4) الامتداد الشرقي
",1,محور رجال الاعمال,1,الامتداد الشرقي , 64 , 500 , 1.060 , 1 ,,,,,,,,,,,,,
1,4,بدر,3,"منطقة (4) الامتداد الشرقي
",1,محور رجال الاعمال,1,الامتداد الشرقي , 65 , 500 , 1.080 , 1 ,,,,,,,,,,,,,
1,4,بدر,3,"منطقة (4) الامتداد الشرقي
",1,محور رجال الاعمال,1,الامتداد الشرقي , 66 , 553 , 1.160 , 1 ,,,,,,,,,,,,,
1,4,بدر,3,"منطقة (4) الامتداد الشرقي
",1,محور رجال الاعمال,1,الامتداد الشرقي , 67 , 547 , 1.150 , 1 ,,,,,,,,,,,,,
1,4,بدر,3,"منطقة (4) الامتداد الشرقي
",1,محور رجال الاعمال,1,الامتداد الشرقي , 68 , 668 , 1.100 , 1 ,,,,,,,,,,,,,
1,4,بدر,3,"منطقة (4) الامتداد الشرقي
",1,محور رجال الاعمال,1,الامتداد الشرقي , 69 , 663 , 1.120 , 1 ,,,,,,,,,,,,,
1,4,بدر,3,"منطقة (4) الامتداد الشرقي
",1,محور رجال الاعمال,1,الامتداد الشرقي , 70 , 500 , 1.060 , 1 ,,,,,,,,,,,,,
1,4,بدر,3,"منطقة (4) الامتداد الشرقي
",1,محور رجال الاعمال,1,الامتداد الشرقي , 71 , 500 , 1.120 , 1 ,,,,,,,,,,,,,
1,4,بدر,3,"منطقة (4) الامتداد الشرقي
",1,محور رجال الاعمال,1,الامتداد الشرقي , 72 , 500 , 1.060 , 1 ,,,,,,,,,,,,,
1,4,بدر,3,"منطقة (4) الامتداد الشرقي
",1,محور رجال الاعمال,1,الامتداد الشرقي , 73 , 500 , 1.120 , 1 ,,,,,,,,,,,,,
1,4,بدر,3,"منطقة (4) الامتداد الشرقي
",1,محور رجال الاعمال,1,الامتداد الشرقي , 74 , 500 , 1.060 , 1 ,,,,,,,,,,,,,
1,4,بدر,3,"منطقة (4) الامتداد الشرقي
",1,محور رجال الاعمال,1,الامتداد الشرقي , 75 , 500 , 1.120 , 1 ,,,,,,,,,,,,,
1,4,بدر,3,"منطقة (4) الامتداد الشرقي
",1,محور رجال الاعمال,1,الامتداد الشرقي , 76 , 500 , 1.060 , 1 ,,,,,,,,,,,,,
1,4,بدر,3,"منطقة (4) الامتداد الشرقي
",1,محور رجال الاعمال,1,الامتداد الشرقي , 77 , 500 , 1.120 , 1 ,,,,,,,,,,,,,
1,4,بدر,3,"منطقة (4) الامتداد الشرقي
",1,محور رجال الاعمال,1,الامتداد الشرقي , 78 , 500 , 1.060 , 1 ,,,,,,,,,,,,,
1,4,بدر,3,"منطقة (4) الامتداد الشرقي
",1,محور رجال الاعمال,1,الامتداد الشرقي , 79 , 500 , 1.120 , 1 ,,,,,,,,,,,,,
1,4,بدر,3,"منطقة (4) الامتداد الشرقي
",1,محور رجال الاعمال,1,الامتداد الشرقي , 80 , 500 , 1.020 , 1 ,,,,,,,,,,,,,
1,4,بدر,3,"منطقة (4) الامتداد الشرقي
",1,محور رجال الاعمال,1,الامتداد الشرقي , 81 , 500 , 1.120 , 1 ,,,,,,,,,,,,,
1,4,بدر,3,"منطقة (4) الامتداد الشرقي
",1,محور رجال الاعمال,1,الامتداد الشرقي , 82 , 500 , 1.020 , 1 ,,,,,,,,,,,,,
2,10,برج العرب الجديدة,1,منطقة الـ 70 فدان - شمال الحى الاول,70,منطقة الـ 70 فدان - شمال الحى الاول,1,منطقة الـ 70 فدان - شمال الحى الاول, 1 , 703 , 1.150 , 1 ,,,,,,,,,,,,,
2,10,برج العرب الجديدة,1,منطقة الـ 70 فدان - شمال الحى الاول,70,منطقة الـ 70 فدان - شمال الحى الاول,1,منطقة الـ 70 فدان - شمال الحى الاول, 2 , 630 , 1.100 , 1 ,,,,,,,,,,,,,
2,10,برج العرب الجديدة,1,منطقة الـ 70 فدان - شمال الحى الاول,70,منطقة الـ 70 فدان - شمال الحى الاول,1,منطقة الـ 70 فدان - شمال الحى الاول, 3 , 630 , 1.100 , 1 ,,,,,,,,,,,,,
2,10,برج العرب الجديدة,1,منطقة الـ 70 فدان - شمال الحى الاول,70,منطقة الـ 70 فدان - شمال الحى الاول,1,منطقة الـ 70 فدان - شمال الحى الاول, 4 , 630 , 1.100 , 1 ,,,,,,,,,,,,,
2,10,برج العرب الجديدة,1,منطقة الـ 70 فدان - شمال الحى الاول,70,منطقة الـ 70 فدان - شمال الحى الاول,1,منطقة الـ 70 فدان - شمال الحى الاول, 5 , 630 , 1.100 , 1 ,,,,,,,,,,,,,
2,10,برج العرب الجديدة,1,منطقة الـ 70 فدان - شمال الحى الاول,70,منطقة الـ 70 فدان - شمال الحى الاول,1,منطقة الـ 70 فدان - شمال الحى الاول, 6 , 630 , 1.100 , 1 ,,,,,,,,,,,,,
2,10,برج العرب الجديدة,1,منطقة الـ 70 فدان - شمال الحى الاول,70,منطقة الـ 70 فدان - شمال الحى الاول,1,منطقة الـ 70 فدان - شمال الحى الاول, 7 , 630 , 1.140 , 1 ,,,,,,,,,,,,,
2,10,برج العرب الجديدة,1,منطقة الـ 70 فدان - شمال الحى الاول,70,منطقة الـ 70 فدان - شمال الحى الاول,1,منطقة الـ 70 فدان - شمال الحى الاول, 8 , 630 , 1.140 , 1 ,,,,,,,,,,,,,
2,10,برج العرب الجديدة,1,منطقة الـ 70 فدان - شمال الحى الاول,70,منطقة الـ 70 فدان - شمال الحى الاول,1,منطقة الـ 70 فدان - شمال الحى الاول, 9 , 600 , 1.140 , 1 ,,,,,,,,,,,,,
2,10,برج العرب الجديدة,1,منطقة الـ 70 فدان - شمال الحى الاول,70,منطقة الـ 70 فدان - شمال الحى الاول,1,منطقة الـ 70 فدان - شمال الحى الاول, 10 , 600 , 1.140 , 1 ,,,,,,,,,,,,,
2,10,برج العرب الجديدة,1,منطقة الـ 70 فدان - شمال الحى الاول,70,منطقة الـ 70 فدان - شمال الحى الاول,1,منطقة الـ 70 فدان - شمال الحى الاول, 11 , 600 , 1.140 , 1 ,,,,,,,,,,,,,
2,10,برج العرب الجديدة,1,منطقة الـ 70 فدان - شمال الحى الاول,70,منطقة الـ 70 فدان - شمال الحى الاول,1,منطقة الـ 70 فدان - شمال الحى الاول, 12 , 630 , 1.140 , 1 ,,,,,,,,,,,,,
2,10,برج العرب الجديدة,1,منطقة الـ 70 فدان - شمال الحى الاول,70,منطقة الـ 70 فدان - شمال الحى الاول,1,منطقة الـ 70 فدان - شمال الحى الاول, 13 , 855 , 1.160 , 1 ,,,,,,,,,,,,,
2,10,برج العرب الجديدة,1,منطقة الـ 70 فدان - شمال الحى الاول,70,منطقة الـ 70 فدان - شمال الحى الاول,1,منطقة الـ 70 فدان - شمال الحى الاول, 14 , 995 , 1.180 , 1 ,,,,,,,,,,,,,
2,10,برج العرب الجديدة,1,منطقة الـ 70 فدان - شمال الحى الاول,70,منطقة الـ 70 فدان - شمال الحى الاول,1,منطقة الـ 70 فدان - شمال الحى الاول, 15 , 630 , 1.140 , 1 ,,,,,,,,,,,,,
2,10,برج العرب الجديدة,1,منطقة الـ 70 فدان - شمال الحى الاول,70,منطقة الـ 70 فدان - شمال الحى الاول,1,منطقة الـ 70 فدان - شمال الحى الاول, 16 , 630 , 1.140 , 1 ,,,,,,,,,,,,,
2,10,برج العرب الجديدة,1,منطقة الـ 70 فدان - شمال الحى الاول,70,منطقة الـ 70 فدان - شمال الحى الاول,1,منطقة الـ 70 فدان - شمال الحى الاول, 17 , 630 , 1.140 , 1 ,,,,,,,,,,,,,
2,10,برج العرب الجديدة,1,منطقة الـ 70 فدان - شمال الحى الاول,70,منطقة الـ 70 فدان - شمال الحى الاول,1,منطقة الـ 70 فدان - شمال الحى الاول, 18 , 630 , 1.140 , 1 ,,,,,,,,,,,,,
2,10,برج العرب الجديدة,1,منطقة الـ 70 فدان - شمال الحى الاول,70,منطقة الـ 70 فدان - شمال الحى الاول,1,منطقة الـ 70 فدان - شمال الحى الاول, 19 , 630 , 1.140 , 1 ,,,,,,,,,,,,,
2,10,برج العرب الجديدة,1,منطقة الـ 70 فدان - شمال الحى الاول,70,منطقة الـ 70 فدان - شمال الحى الاول,1,منطقة الـ 70 فدان - شمال الحى الاول, 20 , 630 , 1.140 , 1 ,,,,,,,,,,,,,
2,10,برج العرب الجديدة,1,منطقة الـ 70 فدان - شمال الحى الاول,70,منطقة الـ 70 فدان - شمال الحى الاول,1,منطقة الـ 70 فدان - شمال الحى الاول, 21 , 582 , 1.150 , 1 ,,,,,,,,,,,,,
2,10,برج العرب الجديدة,1,منطقة الـ 70 فدان - شمال الحى الاول,70,منطقة الـ 70 فدان - شمال الحى الاول,1,منطقة الـ 70 فدان - شمال الحى الاول, 22 , 561 , 1.090 , 1 ,,,,,,,,,,,,,
2,10,برج العرب الجديدة,1,منطقة الـ 70 فدان - شمال الحى الاول,70,منطقة الـ 70 فدان - شمال الحى الاول,1,منطقة الـ 70 فدان - شمال الحى الاول, 23 , 630 , 1.060 , 1 ,,,,,,,,,,,,,
2,10,برج العرب الجديدة,1,منطقة الـ 70 فدان - شمال الحى الاول,70,منطقة الـ 70 فدان - شمال الحى الاول,1,منطقة الـ 70 فدان - شمال الحى الاول, 24 , 630 , 1.060 , 1 ,,,,,,,,,,,,,
2,10,برج العرب الجديدة,1,منطقة الـ 70 فدان - شمال الحى الاول,70,منطقة الـ 70 فدان - شمال الحى الاول,1,منطقة الـ 70 فدان - شمال الحى الاول, 25 , 630 , 1.060 , 1 ,,,,,,,,,,,,,
